Speed,Pos,LSD,MSD,BSD,Time_Since_MSD
1,2.82792,183,9999,9999,40
1,2.86125,183,9999,9999,60
1,2.88708,183,9999,9999,0
1,2.95417,179,9999,9999,20
1,2.98958,179,9999,9999,40
1,3.025,185,9999,9999,60
1,3.09292,185,9999,9999,0
1,3.125,185,9999,9999,20
1,3.18292,191,9999,9999,40
1,3.20917,191,9999,9999,60
1,3.23333,200,9999,9999,0
1,3.275,200,9999,9999,20
1,3.2925,200,9999,9999,40
1,3.3225,206,9999,9999,60
1,3.33625,206,9999,9999,0
1,3.34792,217,9999,509,20
1,3.37083,217,9999,509,40
1,3.38,217,9999,509,60
1,3.40083,219,9999,519,0
1,3.4125,219,9999,519,20
1,3.43958,233,9999,511,40
1,3.45375,233,9999,511,60
1,3.46708,233,9999,511,0
1,3.49458,236,9999,511,20
1,3.50667,236,9999,511,40
1,3.53083,235,9999,518,60
1,3.54208,235,9999,518,0
1,3.55417,235,9999,518,20
1,3.57625,240,9999,510,40
1,3.58667,240,9999,510,60
1,3.60542,247,9999,508,0
1,3.61458,247,9999,508,20
1,3.62292,247,9999,508,40
1,3.63708,254,9999,380,60
1,3.64375,254,9999,380,0
2,3.65792,259,9999,388,20
2,3.66625,259,9999,388,40
2,3.69042,256,9999,399,60
2,3.80458,256,9999,399,0
2,3.87375,256,9999,399,20
2,3.93917,259,9999,382,40
2,3.96583,259,9999,382,60
2,4.00458,259,9999,278,0
2,4.11,259,9999,278,20
2,4.16375,259,9999,278,40
1,4.245,254,9999,275,60
1,4.27417,254,9999,275,0
1,4.28875,254,9999,178,20
1,4.30375,254,583,178,40
1,4.30958,254,583,178,60
1,4.32167,256,583,182,0
1,4.3325,256,529,182,20
1,4.35208,266,529,184,40
1,4.42458,266,523,184,60
1,4.5075,266,523,184,0
1,4.54833,267,523,197,20
1,4.63,267,523,197,40
1,4.66708,267,523,285,60
1,4.70125,267,357,285,0
1,5.07417,9999,183,337,20
1,5.0925,9999,182,246,40
1,5.12833,9999,182,246,60
1,5.145,9999,182,252,80
1,5.16458,9999,181,252,100
1,5.19833,9999,181,252,120
1,5.21417,9999,183,250,140
1,5.24458,9999,183,250,160
1,5.25792,9999,183,249,180
1,5.27042,9999,187,249,200
1,5.29417,9999,187,249,220
1,5.30417,9999,189,248,240
1,5.32333,9999,189,248,260
1,5.33208,9999,189,248,280
1,5.34833,9999,195,248,300
1,5.35625,9999,195,248,320
1,5.36417,9999,195,248,340
1,5.37958,9999,195,248,360
1,5.38833,9999,195,248,380
1,5.4025,9999,313,248,400
1,5.40958,9999,313,248,420
1,5.41875,9999,313,252,440
1,5.43292,9999,318,252,460
1,5.44,9999,318,253,480
1,5.45333,9999,319,253,500
1,5.45917,9999,319,253,520
1,5.46417,9999,319,255,540
1,5.47417,9999,318,255,560
1,5.47792,9999,318,256,580
1,5.48542,9999,318,256,600
1,5.48792,9999,318,256,620
1,5.49042,9999,319,258,640
1,5.49333,9999,319,258,660
1,5.49375,9999,319,258,680
1,5.49417,9999,316,258,700
1,5.49417,9999,316,258,720
1,5.49417,9999,317,259,740
1,5.49417,9999,317,259,760
1,5.49417,9999,317,259,780
1,5.49417,9999,316,259,800
1,5.49417,9999,316,259,820
1,5.49417,9999,318,259,840
1,5.49417,9999,318,259,860
1,5.49417,9999,318,259,880
1,5.49417,9999,317,259,900
1,5.49417,9999,317,259,920
1,5.49417,9999,317,258,940
1,5.49417,9999,317,258,960
1,5.49417,9999,317,257,980
1,5.49375,9999,316,257,1000
1,5.49375,9999,316,257,1020
1,5.49375,9999,318,256,1040
1,5.49375,9999,318,256,1060
1,5.49375,9999,318,257,1080
1,5.49375,9999,316,257,1100
1,5.49375,9999,316,257,1120
1,5.49375,9999,318,257,1140
1,5.49375,9999,318,257,1160
1,5.49375,9999,318,256,1180
1,5.49375,9999,318,256,1200
1,5.49375,9999,318,256,1220
1,5.49375,9999,317,256,1240
1,5.49375,9999,317,256,1260
1,5.49375,9999,318,257,1280
1,5.49375,9999,318,257,1300
1,5.49375,9999,318,257,1320
1,5.49375,9999,318,257,1340
1,5.49375,9999,318,257,1360
1,5.49375,9999,318,256,1380
1,5.49375,9999,319,256,1400
1,5.49375,9999,319,256,1420
1,5.49375,9999,317,257,1440
1,5.49375,9999,317,257,1460
1,5.49375,9999,317,258,1480
1,5.49375,9999,318,258,1500
1,5.49375,9999,318,258,1520
1,5.49375,9999,318,257,1540
2,5.49375,9999,318,257,1560
2,5.50083,9999,318,257,1580
2,5.53,9999,318,257,1600
2,5.58208,9999,318,257,1620
1,5.68792,9999,319,257,1640
1,5.70042,9999,319,257,1660
1,5.69542,9999,319,257,1680
1,5.69125,9999,317,257,1700
1,5.68583,9999,317,257,1720
1,5.6775,9999,316,261,1740
1,5.67542,9999,316,261,1760
1,5.68125,9999,316,262,1780
1,5.6875,9999,327,262,1800
1,5.69667,9999,327,267,1820
1,5.71583,9999,331,267,1840
1,5.72625,9999,331,267,1860
1,5.74333,9999,331,265,1880
1,5.75208,9999,344,265,1900
1,5.76042,9999,344,269,1920
1,5.77708,9999,348,269,1940
1,5.78417,9999,348,269,1960
1,5.7975,9999,348,271,1980
1,5.835,9999,353,9999,2000
1,5.835,9999,356,9999,2020
1,5.835,9999,356,9999,2040
1,5.835,9999,356,9999,2060
1,5.835,9999,355,9999,2080
1,5.835,9999,355,9999,2100
1,5.835,9999,353,9999,2120
1,5.835,9999,353,9999,2140
1,5.835,9999,353,9999,2160
1,5.835,9999,353,9999,2180
1,5.835,9999,353,9999,2200
1,5.835,9999,352,9999,2220
1,5.835,9999,352,9999,2240
1,5.835,9999,352,9999,2260
1,5.835,9999,353,9999,2280
1,5.835,9999,353,9999,2300
1,5.835,9999,352,9999,2320
1,5.835,9999,352,9999,2340
1,5.835,9999,352,9999,2360
1,5.835,9999,355,9999,2380
1,5.835,9999,355,9999,2400
1,5.835,9999,349,9999,2420
1,5.835,9999,349,9999,2440
1,5.835,9999,349,9999,2460
1,5.835,9999,352,9999,2480
1,5.835,9999,352,9999,2500
1,5.835,9999,351,9999,2520
1,5.835,9999,351,9999,2540
1,5.835,9999,351,262,2560
1,5.835,9999,351,262,2580
2,5.835,9999,351,9999,2600
2,5.84042,9999,350,9999,2620
2,5.87,9999,350,9999,2640
2,5.92167,9999,350,9999,2660
1,6.01958,9999,352,9999,2680
1,6.03458,9999,352,9999,2700
1,6.035,9999,351,9999,2720
1,6.0325,9999,351,9999,2740
1,6.03125,9999,355,9999,2760
1,6.02917,9999,355,9999,2780
1,6.02708,9999,355,9999,2800
1,6.02917,9999,356,9999,2820
1,6.03375,9999,356,9999,2840
1,6.04,9999,265,9999,2860
1,6.05708,9999,265,9999,2880
1,6.06708,9999,265,9999,2900
1,6.08833,9999,266,9999,2920
1,6.09875,9999,266,9999,2940
1,6.10792,9999,266,9999,2960
1,6.125,9999,266,9999,2980
1,6.1325,9999,266,9999,3000
1,6.1475,9999,264,9999,3020
1,6.15375,9999,264,9999,3040
1,6.16583,9999,265,9999,3060
1,6.17042,9999,265,9999,3080
1,6.17583,9999,265,9999,3100
1,6.18333,9999,265,9999,3120
1,6.18708,9999,265,9999,3140
1,6.1925,9999,263,9999,3160
1,6.195,9999,263,9999,3180
1,6.19833,9999,263,9999,3200
1,6.20292,9999,262,9999,3220
1,6.20458,9999,262,9999,3240
1,6.20667,9999,263,9999,3260
1,6.20708,9999,263,9999,3280
1,6.2075,9999,263,9999,3300
1,6.20833,9999,264,9999,3320
1,6.20833,9999,264,9999,3340
1,6.20833,9999,264,9999,3360
1,6.20833,9999,264,9999,3380
1,6.20833,9999,264,9999,3400
1,6.20833,9999,262,9999,3420
1,6.20833,9999,262,9999,3440
1,6.20833,9999,263,9999,3460
1,6.20833,9999,263,9999,3480
1,6.20833,9999,263,9999,3500
1,6.20833,9999,263,9999,3520
1,6.20833,9999,263,9999,3540
1,6.20833,9999,265,9999,3560
1,6.20833,9999,265,9999,3580
1,6.20833,9999,265,9999,3600
1,6.20833,9999,263,9999,3620
1,6.20833,9999,263,9999,3640
1,6.20833,9999,263,9999,3660
1,6.20833,9999,263,9999,3680
1,6.20833,9999,263,9999,3700
1,6.20833,9999,263,9999,3720
1,6.20833,9999,263,9999,3740
1,6.20833,9999,263,9999,3760
1,6.20833,9999,263,9999,3780
1,6.20833,9999,263,9999,3800
1,6.20833,9999,263,9999,3820
1,6.20833,9999,263,9999,3840
1,6.20833,9999,263,9999,3860
1,6.20833,9999,263,9999,3880
1,6.20833,9999,263,9999,3900
1,6.20833,9999,263,9999,3920
1,6.20833,9999,263,9999,3940
1,6.20833,9999,263,9999,3960
1,6.20833,9999,263,9999,3980
1,6.20833,9999,263,9999,4000
1,6.20833,9999,263,9999,4020
1,6.20833,9999,264,9999,4040
1,6.20833,9999,264,9999,4060
1,6.20833,9999,264,9999,4080
1,6.20833,9999,264,9999,4100
1,6.20833,9999,264,9999,4120
1,6.20833,9999,265,9999,4140
1,6.20833,9999,265,9999,4160
1,6.20833,9999,265,9999,4180
1,6.20833,9999,263,9999,4200
1,6.20833,9999,263,9999,4220
1,6.20833,9999,264,9999,4240
1,6.20833,9999,264,9999,4260
1,6.20833,9999,264,9999,4280
1,6.20833,9999,263,9999,4300
1,6.20833,9999,263,9999,4320
1,6.20833,9999,263,9999,4340
1,6.20833,9999,263,9999,4360
1,6.20833,9999,263,9999,4380
1,6.20833,9999,263,9999,4400
1,6.20833,9999,263,9999,4420
1,6.20833,9999,265,9999,4440
1,6.20833,9999,265,9999,4460
1,6.20833,9999,265,9999,4480
1,6.20833,9999,264,9999,4500
1,6.20833,9999,264,9999,4520
1,6.20833,9999,264,9999,4540
1,6.20833,9999,264,9999,4560
1,6.20833,9999,264,9999,4580
1,6.20833,9999,264,9999,4600
1,6.20833,9999,264,9999,4620
1,6.20833,9999,262,9999,4640
1,6.20833,9999,262,9999,4660
1,6.20833,9999,262,9999,4680
1,6.20833,9999,262,9999,4700
1,6.20833,9999,262,9999,4720
1,6.20833,9999,263,9999,4740
1,6.20833,9999,263,9999,4760
1,6.20833,9999,263,9999,4780
1,6.20833,9999,263,9999,4800
1,6.20833,9999,263,9999,4820
1,6.20833,9999,265,9999,4840
1,6.20833,9999,265,9999,4860
1,6.20833,9999,265,9999,4880
1,6.20833,9999,263,9999,4900
1,6.20833,9999,263,9999,4920
1,6.20833,9999,263,9999,4940
1,6.20833,9999,264,9999,4960
1,6.20833,9999,264,9999,4980
1,6.20833,9999,263,9999,5000
1,6.20833,9999,263,9999,5020
1,6.20833,9999,263,9999,5040
1,6.20833,9999,264,9999,5060
1,6.20833,9999,264,9999,5080
1,6.20833,9999,265,9999,5100
1,6.20833,9999,265,9999,5120
1,6.20833,9999,265,9999,5140
1,6.20833,9999,264,9999,5160
1,6.20833,9999,264,9999,5180
1,6.20833,9999,264,9999,5200
1,6.20833,9999,264,9999,5220
1,6.20833,9999,264,9999,5240
1,6.20833,9999,263,9999,5260
1,6.20833,9999,263,9999,5280
1,6.20833,9999,265,9999,5300
1,6.20833,9999,265,9999,5320
1,6.20833,9999,265,9999,5340
1,6.20833,9999,265,9999,5360
1,6.20833,9999,265,9999,5380
1,6.20833,9999,263,9999,5400
1,6.20833,9999,263,9999,5420
1,6.20833,9999,263,9999,5440
1,6.20833,9999,263,9999,5460
1,6.20833,9999,263,9999,5480
1,6.20833,9999,263,9999,5500
1,6.20833,9999,263,9999,5520
1,6.20833,9999,263,9999,5540
1,6.20833,9999,263,9999,5560
1,6.20833,9999,263,9999,5580
1,6.20833,9999,263,9999,5600
1,6.20833,9999,263,9999,5620
1,6.20833,9999,263,9999,5640
1,6.20833,9999,263,9999,5660
1,6.20833,9999,263,9999,5680
1,6.20833,9999,265,9999,5700
1,6.20833,9999,265,9999,5720
1,6.20833,9999,265,9999,5740
1,6.20833,9999,265,9999,5760
1,6.20833,9999,265,9999,5780
1,6.20833,9999,263,9999,5800
1,0,334,508,277,20
1,0,334,508,277,40
1,0,333,508,277,60
1,0,333,502,277,0
1,0,333,502,276,20
1,0,333,504,276,40
1,0,333,504,276,60
1,0,334,504,278,0
1,0,334,507,278,20
1,0,334,507,278,40
1,0,334,507,278,60
1,0,334,507,278,0
1,0,334,507,279,20
1,0,334,501,279,40
1,0,334,501,275,60
1,0,334,501,275,0
1,0,334,508,275,20
1,0,334,508,277,40
1,0,334,502,277,60
1,0,334,502,276,0
1,0,334,502,276,20
1,0,334,506,276,40
1,0,335,506,277,60
1,0,334,505,276,0
1,0,333,506,277,20
1,0,333,506,277,40
1,0,333,508,277,60
1,0,333,508,278,0
1,0,333,508,278,20
1,0,334,510,276,40
1,0,334,510,276,60
1,0,334,502,276,0
1,0,334,502,277,20
1,0,334,502,277,40
1,0,335,510,275,60
1,0,335,510,275,0
1,0,335,499,275,20
1,0,334,499,276,40
1,0,334,499,276,60
1,0,334,504,277,0
1,0,334,504,277,20
1,0,334,504,277,40
1,0,332,504,277,60
1,0,332,504,277,0
1,0,335,501,276,20
1,0,335,501,276,40
1,0,335,501,276,60
1,0,335,501,275,0
1,0,335,501,275,20
1,0,334,507,276,40
1,0,334,507,276,60
1,0,334,506,276,0
1,0,335,506,277,20
1,0,335,506,277,40
1,0,335,508,276,60
1,0,335,508,276,0
1,0,335,505,276,20
1,0,335,505,277,40
1,0,335,505,277,60
1,0,333,504,276,0
1,0,333,504,276,20
1,0,333,507,276,40
1,0,334,507,279,60
1,0,334,507,279,0
1,0,334,509,277,20
1,0,334,509,277,40
1,0,334,504,277,60
1,0,335,504,277,0
1,0,335,504,277,20
1,0,333,497,275,40
2,0,333,497,275,60
2,0.00708333,333,507,275,0
2,0.0395833,334,507,278,20
2,0.0933333,334,507,278,40
2,0.202381,334,498,277,60
2,0.220476,334,498,277,0
2,0.262083,334,506,277,20
2,0.305833,333,506,276,40
2,0.3575,333,506,276,60
2,0.455833,334,497,282,0
2,0.49125,334,497,282,20
1,0.547083,334,491,282,40
1,0.58,335,491,287,60
1,0.599167,335,483,287,0
1,0.624583,338,483,201,20
1,0.635417,338,483,201,40
1,0.65375,338,457,201,60
1,0.665,347,457,202,0
1,0.678333,347,375,202,20
1,0.725,347,375,206,40
1,0.76,344,375,206,60
1,0.839167,344,343,206,0
1,0.8775,9999,343,214,20
1,0.915417,9999,313,214,40
1,0.985833,9999,313,344,60
1,1.01875,9999,313,344,80
1,1.08083,9999,304,344,100
1,1.13458,9999,304,454,120
1,1.18292,9999,301,454,140
1,1.205,9999,301,436,160
1,1.22667,9999,301,436,180
1,1.265,9999,307,422,200
1,1.28208,9999,307,422,220
1,1.31542,9999,209,422,240
1,1.32958,9999,209,324,260
1,1.34375,9999,209,324,280
1,1.37708,9999,205,326,300
1,1.39417,9999,205,326,320
1,1.42958,9999,202,326,340
1,1.44667,9999,202,325,360
1,1.465,9999,202,325,380
1,1.49958,9999,203,325,400
1,1.51625,9999,203,325,420
1,1.54833,9999,202,325,440
1,1.56375,9999,202,326,460
1,1.59458,9999,205,326,480
1,1.60792,9999,205,327,500
1,1.62083,9999,205,327,520
1,1.64708,9999,211,327,540
2,1.65917,9999,211,329,560
2,1.68542,9999,219,329,580
2,1.71542,9999,219,333,600
2,1.77083,9999,219,333,620
2,1.91417,9999,347,333,640
1,1.95792,9999,347,336,660
1,1.99917,9999,348,336,680
1,2.01042,9999,348,339,700
1,2.02042,9999,348,339,720
1,2.04,9999,375,339,740
1,2.04917,9999,375,343,760
1,2.06708,9999,423,343,780
1,2.07792,9999,423,9999,800
1,2.0925,9999,423,9999,820
1,2.13333,9999,421,9999,840
1,2.15542,9999,421,9999,860
1,2.20625,9999,348,9999,880
1,2.22958,9999,348,9999,900
1,2.25125,9999,348,9999,920
1,2.29542,9999,341,9999,940
1,2.31417,9999,341,9999,960
1,2.34792,9999,336,9999,980
1,2.36417,9999,336,9999,1000
1,2.38125,9999,336,9999,1020
1,2.41208,9999,334,9999,1040
1,2.58167,9999,344,9999,1060
1,2.59833,9999,344,9999,1080
1,2.60583,9999,344,9999,1100
1,2.61417,9999,345,9999,1120
1,2.62542,9999,345,9999,1140
1,2.63125,9999,347,9999,1160
1,2.63958,9999,347,9999,1180
1,2.64208,9999,347,9999,1200
1,2.64458,9999,346,9999,1220
1,2.64958,9999,346,9999,1240
1,2.65208,9999,348,9999,1260
1,2.65542,9999,348,9999,1280
1,2.6575,9999,348,9999,1300
1,2.65875,9999,348,9999,1320
1,2.66125,9999,348,9999,1340
1,2.66167,9999,348,9999,1360
1,2.66208,9999,349,9999,1380
1,2.6625,9999,349,9999,1400
1,2.6625,9999,349,9999,1420
1,2.6625,9999,349,9999,1440
1,2.6625,9999,349,9999,1460
2,2.66208,9999,350,9999,1480
2,2.66208,9999,350,9999,1500
2,2.68083,9999,348,9999,1520
1,2.78,9999,348,9999,1540
1,2.84083,9999,348,9999,1560
1,2.845,9999,348,9999,1580
1,2.8275,9999,348,9999,1600
1,2.81083,9999,348,9999,1620
1,2.78042,9999,348,9999,1640
1,2.76833,9999,348,9999,1660
1,2.75333,9999,347,9999,1680
1,2.7525,9999,347,9999,1700
1,2.76167,9999,350,9999,1720
1,2.76875,9999,350,9999,1740
1,2.77583,9999,350,9999,1760
1,2.79,9999,349,9999,1780
1,2.79667,9999,349,9999,1800
1,2.80792,9999,350,9999,1820
1,2.81333,9999,350,9999,1840
1,2.81792,9999,350,9999,1860
1,2.82458,9999,351,9999,1880
1,2.82667,9999,351,9999,1900
1,2.82917,9999,9999,9999,1920
1,2.82958,9999,9999,9999,1940
1,2.83042,9999,9999,9999,1960
1,2.83083,9999,355,9999,1980
1,2.83083,9999,355,9999,2000
1,2.83083,9999,9999,9999,2020
1,2.83083,9999,9999,9999,2040
1,2.83083,9999,349,9999,2060
1,2.83083,9999,349,9999,2080
1,2.83083,9999,349,9999,2100
1,2.83083,9999,350,9999,2120
1,2.83083,9999,350,9999,2140
1,2.83083,9999,355,9999,2160
1,2.83083,9999,355,9999,2180
1,2.83083,9999,355,9999,2200
1,2.83083,9999,352,9999,2220
1,2.83083,9999,352,9999,2240
1,2.83083,9999,349,9999,2260
1,2.83083,9999,349,9999,2280
1,2.83083,9999,349,9999,2300
2,2.83083,9999,351,9999,2320
2,2.83083,9999,351,9999,2340
2,2.87917,9999,352,9999,2360
2,2.92792,9999,352,9999,2380
2,2.97875,9999,352,9999,2400
2,3.02375,9999,352,9999,2420
2,3.04958,9999,352,9999,2440
2,3.12583,9999,9999,9999,2460
2,3.17667,9999,9999,9999,2480
1,3.22542,9999,9999,9999,2500
1,3.2925,9999,9999,9999,2520
1,3.29333,9999,9999,9999,2540
1,3.2875,9999,9999,9999,2560
1,3.28417,9999,9999,9999,2580
1,3.2825,9999,9999,9999,2600
1,3.28792,9999,9999,9999,2620
1,3.33208,9999,9999,9999,2640
1,3.36833,9999,9999,9999,2660
1,3.40458,9999,9999,9999,2680
1,3.47458,9999,9999,9999,2700
1,3.50875,9999,9999,9999,2720
1,3.57042,9999,9999,9999,2740
1,3.59833,9999,9999,9999,2760
1,3.62417,9999,9999,9999,2780
1,3.66833,9999,9999,9999,2800
1,3.68542,9999,9999,9999,2820
1,3.71333,9999,9999,9999,2840
1,3.72417,9999,9999,9999,2860
1,3.74375,9999,9999,9999,2880
1,3.75208,9999,9999,9999,2900
1,3.75875,9999,9999,9999,2920
1,3.77125,9999,9999,9999,2940
1,3.7775,9999,9999,9999,2960
0,3.79042,9999,9999,9999,2980
0,3.79625,9999,9999,9999,3000
0,3.67292,9999,9999,9999,3020
0,3.63333,9999,9999,9999,3040
0,3.59125,9999,9999,9999,3060
0,3.51042,9999,9999,9999,3080
0,3.48583,9999,9999,9999,3100
1,3.44583,9999,9999,9999,3120
1,3.42042,9999,9999,9999,3140
1,3.40083,9999,9999,9999,3160
1,3.39542,9999,9999,9999,3180
1,3.39042,9999,9999,9999,3200
1,3.38167,9999,9999,9999,3220
1,3.37833,9999,9999,9999,3240
1,3.3625,9999,9999,9999,3260
1,3.34542,9999,9999,9999,3280
1,3.3225,9999,9999,9999,3300
1,3.26542,9999,9999,9999,3320
1,3.23458,9999,9999,9999,3340
1,3.17625,9999,9999,9999,3360
1,3.14875,9999,9999,9999,3380
1,3.12208,9999,9999,9999,3400
1,3.07417,9999,9999,9999,3420
1,3.05042,9999,9999,9999,3440
1,3.01,9999,9999,9999,3460
1,2.99208,9999,9999,9999,3480
1,2.97542,9999,9999,9999,3500
1,2.94708,9999,9999,9999,3520
1,2.93292,9999,9999,9999,3540
1,2.90875,9999,9999,9999,3560
1,2.89958,9999,9999,9999,3580
1,2.88917,9999,9999,9999,3600
1,2.87083,9999,9999,9999,3620
1,2.86208,9999,9999,9999,3640
1,2.84208,9999,9999,9999,3660
1,2.83292,9999,9999,9999,3680
1,2.8225,9999,9999,9999,3700
1,2.8,9999,9999,9999,3720
1,2.7875,9999,341,9999,3740
1,2.76417,9999,341,9999,3760
1,2.75333,9999,341,9999,3780
1,2.73458,9999,342,9999,3800
1,2.72583,9999,342,9999,3820
1,2.71792,9999,341,9999,3840
1,2.70167,9999,341,9999,3860
1,2.69375,9999,341,9999,3880
1,2.68,9999,340,9999,3900
1,2.67333,9999,340,9999,3920
1,2.66833,9999,341,9999,3940
1,2.65625,9999,341,9999,3960
1,2.65167,9999,341,9999,3980
1,2.6425,9999,339,9999,4000
1,2.63792,9999,339,9999,4020
1,2.63458,9999,335,9999,4040
1,2.62875,9999,335,9999,4060
1,2.62667,9999,335,9999,4080
1,2.62208,9999,334,9999,4100
1,2.62083,9999,334,9999,4120
1,2.61917,9999,333,9999,4140
1,2.61583,9999,333,9999,4160
1,2.61417,9999,333,9999,4180
1,2.61292,9999,335,9999,4200
1,2.61208,9999,335,9999,4220
1,2.61208,9999,334,9999,4240
1,2.61208,9999,334,9999,4260
1,2.61208,9999,334,9999,4280
1,2.61208,9999,334,9999,4300
1,2.61208,9999,334,9999,4320
1,2.61208,9999,335,9999,4340
1,2.61208,9999,335,9999,4360
1,2.61208,9999,335,9999,4380
1,2.6125,9999,336,9999,4400
1,2.6125,9999,336,9999,4420
1,2.6125,9999,333,9999,4440
1,2.6125,9999,333,9999,4460
1,2.6125,9999,333,9999,4480
1,2.6125,9999,333,9999,4500
1,2.6125,9999,333,9999,4520
1,2.6125,9999,335,9999,4540
1,2.6125,9999,335,9999,4560
1,2.6125,9999,335,9999,4580
1,2.6125,9999,335,9999,4600
1,2.6125,9999,335,9999,4620
1,2.6125,9999,335,9999,4640
1,2.6125,9999,335,9999,4660
1,2.6125,9999,336,9999,4680
1,2.6125,9999,336,9999,4700
1,2.6125,9999,336,9999,4720
1,2.6125,9999,335,9999,4740
1,2.6125,9999,335,9999,4760
1,2.6125,9999,334,9999,4780
1,2.6125,9999,334,9999,4800
1,2.6125,9999,334,9999,4820
1,2.6125,9999,336,9999,4840
1,2.6125,9999,336,9999,4860
1,2.6125,9999,334,9999,4880
1,2.6125,9999,334,9999,4900
1,2.6125,9999,334,9999,4920
1,2.6125,9999,335,9999,4940
1,2.6125,9999,335,9999,4960
1,2.6125,9999,335,9999,4980
1,2.6125,9999,335,9999,5000
1,2.6125,9999,335,9999,5020
1,2.6125,9999,335,9999,5040
1,2.6125,9999,335,9999,5060
1,2.6125,9999,335,9999,5080
1,2.6125,9999,335,9999,5100
1,2.6125,9999,335,9999,5120
1,2.6125,9999,333,9999,5140
1,2.6125,9999,333,9999,5160
1,2.6125,9999,333,9999,5180
1,2.6125,9999,333,9999,5200
1,2.6125,9999,333,9999,5220
1,2.6125,9999,336,9999,5240
1,2.6125,9999,336,9999,5260
1,2.6125,9999,334,9999,5280
1,2.6125,9999,334,9999,5300
1,2.6125,9999,337,9999,5320
1,2.6125,9999,334,9999,5340
1,2.6125,9999,334,9999,5360
1,2.6125,9999,334,9999,5380
1,2.6125,9999,336,9999,5400
1,2.6125,9999,336,9999,5420
1,2.6125,9999,336,9999,5440
1,2.6125,9999,335,9999,5460
1,2.6125,9999,335,9999,5480
1,2.6125,9999,335,9999,5500
1,2.6125,9999,335,9999,5520
1,2.6125,9999,335,9999,5540
1,2.6125,9999,335,9999,5560
1,2.6125,9999,335,9999,5580
1,2.6125,9999,336,9999,5600
1,2.6125,9999,336,9999,5620
1,2.6125,9999,336,9999,5640
1,2.6125,9999,333,9999,5660
1,2.6125,9999,333,9999,5680
1,2.6125,9999,337,9999,5700
1,2.6125,9999,337,9999,5720
1,2.6125,9999,337,9999,5740
1,2.6125,9999,334,9999,5760
1,2.6125,9999,334,9999,5780
1,2.6125,9999,335,9999,5800
1,2.6125,9999,335,9999,5820
1,2.6125,9999,335,9999,5840
1,2.6125,9999,335,9999,5860
1,2.6125,9999,335,9999,5880
1,2.6125,9999,335,9999,5900
1,2.6125,9999,335,9999,5920
1,2.6125,9999,335,9999,5940
1,2.6125,9999,335,9999,5960
1,2.6125,9999,335,9999,5980
1,2.6125,9999,335,9999,6000
1,2.6125,9999,335,9999,6020
1,2.6125,9999,335,9999,6040
1,2.6125,9999,334,9999,6060
1,2.6125,9999,334,9999,6080
1,2.6125,9999,334,9999,6100
1,2.6125,9999,334,9999,6120
1,2.6125,9999,334,9999,6140
1,2.6125,9999,337,9999,6160
1,2.6125,9999,337,9999,6180
1,2.6125,9999,334,9999,6200
1,2.6125,9999,334,9999,6220
1,2.6125,9999,336,9999,6240
1,2.6125,9999,336,9999,6260
1,2.6125,9999,336,9999,6280
1,2.6125,9999,334,9999,6300
1,2.6125,9999,334,9999,6320
1,2.6125,9999,334,9999,6340
1,2.6125,9999,334,9999,6360
1,2.6125,9999,334,9999,6380
1,2.6125,9999,333,9999,6400
1,2.6125,9999,333,9999,6420
1,2.6125,9999,336,9999,6440
1,2.6125,9999,336,9999,6460
1,2.6125,9999,336,9999,6480
1,2.6125,9999,336,9999,6500
1,2.6125,9999,336,9999,6520
1,2.6125,9999,337,9999,6540
1,2.6125,9999,337,9999,6560
1,2.6125,9999,337,9999,6580
1,2.6125,9999,334,9999,6600
1,2.6125,9999,334,9999,6620
1,2.6125,9999,334,9999,6640
1,2.6125,9999,334,9999,6660
1,2.6125,9999,334,9999,6680
1,2.6125,9999,335,9999,6700
1,2.6125,9999,335,9999,6720
1,2.6125,9999,337,9999,6740
1,2.6125,9999,337,9999,6760
1,2.6125,9999,337,9999,6780
1,2.6125,9999,336,9999,6800
1,2.6125,9999,336,9999,6820
1,2.6125,9999,334,9999,6840
1,2.6125,9999,334,9999,6860
1,2.6125,9999,334,9999,6880
1,2.6125,9999,335,9999,6900
1,2.6125,9999,335,9999,6920
1,2.6125,9999,334,9999,6940
1,2.6125,9999,334,9999,6960
1,2.6125,9999,334,9999,6980
1,2.6125,9999,335,9999,7000
1,2.6125,9999,335,9999,7020
1,2.6125,9999,337,9999,7040
1,2.6125,9999,337,9999,7060
1,2.6125,9999,337,9999,7080
1,2.6125,9999,335,9999,7100
1,2.6125,9999,335,9999,7120
1,2.6125,9999,335,9999,7140
1,2.6125,9999,335,9999,7160
2,2.6125,9999,335,9999,7180
2,2.61333,9999,335,9999,7200
2,2.63125,9999,335,9999,7220
